codigo_contrato,codigo_parceiro,nome_parceiro,valor_aluguel_contrato,taxa_contrato,porcentagem_taxa_administracao,name_status,data_inicio_contrato,meses_duracao_contrato,data_desocupacao,tipo_parceiro,tipo_sistema,nome_produto,migracao,pontualizado
M-IGP1711026C,,ALUGGAI ADMINISTRACAO DE IMOVEIS LTDA - IGP,"908,29","100,00","10,00",Ativo,20/11/2017,30,,,sistema,Smart,Sim,NÃ£o
M-IGP1705023C,,ALUGGAI ADMINISTRACAO DE IMOVEIS LTDA - IGP,"990,37","100,00","10,00",Ativo,30/05/2017,30,,,sistema,Smart,Sim,NÃ£o
M-IGP2603321AV,,ALUGGAI ADMINISTRACAO DE IMOVEIS LTDA - IGP,"1.388,89","0,00","10,00",Ativo,05/03/2026,30,,,sistema,Full,Nao,NÃ£o
M-IGP2603320F,,ALUGGAI ADMINISTRACAO DE IMOVEIS LTDA - IGP,"1.111,11","0,00","10,00",Ativo,05/03/2026,36,,,sistema,Full,Nao,NÃ£o
M-IGP2603350AV,,ALUGGAI ADMINISTRACAO DE IMOVEIS LTDA - IGP,"1.666,67","100,00","10,00",Ativo,31/03/2026,36,,,sistema,Smart,Sim,NÃ£o
M-IGP2603346CP,,ALUGGAI ADMINISTRACAO DE IMOVEIS LTDA - IGP,"1.233,33","100,00","10,00",Ativo,25/03/2026,36,,,sistema,Smart,Sim,NÃ£o
M-IGP2603344AV,,ALUGGAI ADMINISTRACAO DE IMOVEIS LTDA - IGP,"1.000,00","100,00","10,00",Ativo,23/03/2026,36,,,sistema,Smart,Sim,NÃ£o
M-IGP2603340AV,,ALUGGAI ADMINISTRACAO DE IMOVEIS LTDA - IGP,"4.333,33","100,00","10,00",Ativo,20/03/2026,36,,,sistema,Smart,Sim,NÃ£o
M-IGP2603329AV,,ALUGGAI ADMINISTRACAO DE IMOVEIS LTDA - IGP,"1.388,89","100,00","10,00",Ativo,12/03/2026,36,,,sistema,Smart,Sim,NÃ£o
M-IGP2603325AV,,ALUGGAI ADMINISTRACAO DE IMOVEIS LTDA - IGP,"1.777,78","100,00","10,00",Ativo,11/03/2026,36,,,sistema,Smart,Sim,NÃ£o
TB-AMI2510035,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"1.100,00","100,00","0,00",Ativo,03/10/2025,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2602023,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"1.600,00","100,00","0,00",Ativo,07/02/2026,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2511038,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"1.200,00","100,00","0,00",Ativo,14/11/2025,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2511005,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"3.200,00","100,00","0,00",Ativo,08/11/2025,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2510037,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"1.500,00","100,00","0,00",Ativo,30/10/2025,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2510018,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"2.400,00","100,00","0,00",Ativo,29/10/2025,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2510003,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"950,00","100,00","0,00",Ativo,01/10/2025,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2510001,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"900,00","100,00","0,00",Ativo,02/10/2025,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2509034,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"1.900,00","100,00","0,00",Ativo,30/09/2025,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2509033,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"1.926,36","100,00","0,00",Ativo,17/09/2025,34,,,sistema,Bank,Sim,NÃ£o
TB-AMI2508041,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"1.500,00","100,00","0,00",Ativo,13/08/2025,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2507062,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"800,00","100,00","0,00",Ativo,10/07/2025,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2507045,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"3.300,00","100,00","0,00",Ativo,30/07/2025,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2506063,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"1.600,00","100,00","0,00",Ativo,11/06/2025,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2506048,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"750,00","100,00","0,00",Ativo,07/06/2025,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2506027,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"1.600,00","100,00","0,00",Ativo,10/06/2025,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2504019,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"2.822,31","100,00","0,00",Ativo,01/04/2025,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2504004,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"1.600,00","100,00","0,00",Ativo,10/04/2025,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2503040,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"7.212,10","100,00","0,00",Ativo,10/03/2025,12,,,sistema,Bank,Sim,NÃ£o
TB-AMI2503032,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"1.300,00","100,00","0,00",Ativo,09/03/2025,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2502042,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"1.300,00","100,00","0,00",Ativo,15/02/2025,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2502039,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"3.000,00","100,00","0,00",Ativo,07/02/2025,12,,,sistema,Bank,Sim,NÃ£o
TB-AMI2502025,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"1.900,00","100,00","0,00",Ativo,05/02/2025,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2501066,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"1.000,00","100,00","0,00",Ativo,18/01/2025,36,,,sistema,Bank,Sim,NÃ£o
TB-AMI2501031,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"2.500,00","100,00","0,00",Ativo,30/01/2025,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2501030,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"1.600,00","100,00","0,00",Ativo,30/01/2025,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2501029,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"2.500,00","100,00","0,00",Ativo,11/01/2025,24,,,sistema,Bank,Sim,NÃ£o
TB-AMI2411050,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"800,00","100,00","0,00",Ativo,30/11/2024,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2410053,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"1.402,79","100,00","0,00",Ativo,05/10/2024,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2409044,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"668,33","100,00","0,00",Ativo,27/09/2024,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2408065,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"927,27","100,00","0,00",Ativo,10/08/2024,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2408059,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"800,00","100,00","0,00",Ativo,01/08/2024,24,,,sistema,Bank,Sim,NÃ£o
TB-AMI2408024,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"1.030,30","100,00","0,00",Ativo,30/08/2024,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2407002,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"2.368,08","100,00","0,00",Ativo,30/07/2024,24,,,sistema,Bank,Sim,NÃ£o
TB-AMI2406052,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"1.200,49","100,00","0,00",Ativo,29/06/2024,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2406022,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"835,12","100,00","0,00",Ativo,04/06/2024,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2405026,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"1.926,36","100,00","0,00",Ativo,30/05/2024,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2403067,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"1.824,14","100,00","0,00",Ativo,25/03/2024,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2401021,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"1.974,88","100,00","0,00",Ativo,19/01/2024,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2308017,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"600,00","100,00","0,00",Ativo,12/08/2023,36,,,sistema,Bank,Sim,NÃ£o
TB-AMI2307046,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"1.282,72","100,00","0,00",Ativo,23/07/2023,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2307016,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"2.500,00","100,00","0,00",Ativo,27/07/2023,42,,,sistema,Bank,Sim,NÃ£o
TB-AMI2304060,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"1.100,00","100,00","0,00",Ativo,29/04/2023,54,,,sistema,Bank,Sim,NÃ£o
TB-AMI2303047,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"2.800,00","100,00","0,00",Ativo,01/03/2023,61,,,sistema,Bank,Sim,NÃ£o
TB-AMI2209043,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"1.285,25","100,00","0,00",Ativo,16/09/2022,54,,,sistema,Bank,Sim,NÃ£o
TB-AMI2207055,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"2.200,00","100,00","0,00",Ativo,16/07/2022,66,,,sistema,Bank,Sim,NÃ£o
TB-AMI2204057,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"2.300,00","100,00","0,00",Ativo,13/04/2022,61,,,sistema,Bank,Sim,NÃ£o
TB-AMI2111068,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"622,94","100,00","0,00",Ativo,30/11/2021,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2108061,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"1.000,00","100,00","0,00",Ativo,12/08/2021,55,,,sistema,Bank,Sim,NÃ£o
TB-AMI2104020,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"1.100,00","100,00","0,00",Ativo,28/04/2021,60,,,sistema,Bank,Sim,NÃ£o
TB-AMI2012028,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"1.300,00","100,00","0,00",Ativo,19/12/2020,82,,,sistema,Bank,Sim,NÃ£o
TB-AMI2008064,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"2.364,72","100,00","0,00",Ativo,07/08/2020,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2006069,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"828,81","100,00","0,00",Ativo,26/06/2020,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2005051,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"1.284,24","100,00","0,00",Ativo,12/05/2020,84,,,sistema,Bank,Sim,NÃ£o
TB-AMI1811054,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"1.300,00","100,00","0,00",Ativo,14/11/2018,111,,,sistema,Bank,Sim,NÃ£o
TB-AMI1712056,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"1.400,00","100,00","0,00",Ativo,11/12/2017,118,,,sistema,Bank,Sim,NÃ£o
TB-AMI1610049,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"1.700,00","100,00","0,00",Ativo,14/10/2016,112,,,sistema,Bank,Sim,NÃ£o
TB-AMI0809058,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"4.400,00","100,00","0,00",Ativo,30/09/2008,242,,,sistema,Bank,Sim,NÃ£o
L-BH26024167NTD,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,"1.600,00","0,00","0,00",Ativo,07/02/2026,30,,,sistema,Light,Nao,Sim
TB-AMI1803072,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"795,67","100,00","0,00",Ativo,22/03/2018,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2604118,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"1.550,00","100,00","0,00",Ativo,22/04/2026,24,,,sistema,Bank,Sim,NÃ£o
TB-AMI2403097,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"1.194,38","100,00","0,00",Ativo,29/03/2024,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2312090,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"4.155,06","100,00","0,00",Ativo,29/12/2023,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2312089,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"1.278,48","100,00","0,00",Ativo,22/12/2023,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2312088,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"2.130,80","100,00","0,00",Ativo,12/12/2023,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2311085,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"1.169,63","100,00","0,00",Ativo,30/11/2023,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2310078,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"1.654,38","100,00","0,00",Ativo,10/10/2023,24,,,sistema,Bank,Sim,NÃ£o
TB-AMI2309083,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"913,57","100,00","0,00",Ativo,30/09/2023,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2308104,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"2.500,00","100,00","0,00",Ativo,11/08/2023,42,,,sistema,Bank,Sim,NÃ£o
TB-AMI2307102,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"3.600,00","100,00","0,00",Ativo,30/07/2023,42,,,sistema,Bank,Sim,NÃ£o
TB-AMI2307079,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"1.068,93","100,00","0,00",Ativo,30/07/2023,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2305119,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"1.600,00","100,00","0,00",Ativo,30/05/2023,59,,,sistema,Bank,Sim,NÃ£o
TB-AMI2305115,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"1.750,00","100,00","0,00",Ativo,29/05/2023,54,,,sistema,Bank,Sim,NÃ£o
TB-AMI2305100,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"2.600,00","100,00","0,00",Ativo,30/05/2023,42,,,sistema,Bank,Sim,NÃ£o
TB-AMI2302120,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"3.500,00","100,00","0,00",Ativo,14/02/2023,67,,,sistema,Bank,Sim,NÃ£o
TB-AMI2302110,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"1.950,00","100,00","0,00",Ativo,27/02/2023,54,,,sistema,Bank,Sim,NÃ£o
TB-AMI2301092,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"6.000,00","100,00","0,00",Ativo,23/01/2023,42,,,sistema,Bank,Sim,NÃ£o
TB-AMI2211107,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"1.000,00","100,00","0,00",Ativo,11/11/2022,54,,,sistema,Bank,Sim,NÃ£o
TB-AMI2209111,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"1.450,00","100,00","0,00",Ativo,03/09/2022,60,,,sistema,Bank,Sim,NÃ£o
TB-AMI2209106,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"2.000,00","100,00","0,00",Ativo,23/09/2022,54,,,sistema,Bank,Sim,NÃ£o
TB-AMI2208112,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"1.648,48","100,00","0,00",Ativo,06/08/2022,61,,,sistema,Bank,Sim,NÃ£o
TB-AMI2208109,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"3.961,88","100,00","0,00",Ativo,11/08/2022,60,,,sistema,Bank,Sim,NÃ£o
TB-AMI2207108,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"1.115,00","100,00","0,00",Ativo,01/07/2022,60,,,sistema,Bank,Sim,NÃ£o
TB-AMI2207103,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"1.200,00","100,00","0,00",Ativo,11/07/2022,55,,,sistema,Bank,Sim,NÃ£o
TB-AMI2207074,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"1.068,93","100,00","0,00",Ativo,22/07/2022,12,,,sistema,Bank,Sim,NÃ£o
TB-AMI2206098,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"1.925,06","100,00","0,00",Ativo,13/06/2022,52,,,sistema,Bank,Sim,NÃ£o
TB-AMI2205077,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"695,63","100,00","0,00",Ativo,12/05/2022,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2204099,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"1.050,00","100,00","0,00",Ativo,25/04/2022,55,,,sistema,Bank,Sim,NÃ£o
TB-AMI2203116,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"1.439,48","100,00","0,00",Ativo,28/03/2022,69,,,sistema,Bank,Sim,NÃ£o
TB-AMI2203113,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"750,00","100,00","0,00",Ativo,11/03/2022,66,,,sistema,Bank,Sim,NÃ£o
TB-AMI2203096,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"1.200,00","100,00","0,00",Ativo,28/03/2022,54,,,sistema,Bank,Sim,NÃ£o
TB-AMI2203095,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"1.450,00","100,00","0,00",Ativo,22/03/2022,54,,,sistema,Bank,Sim,NÃ£o
TB-AMI2203082,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"15.227,04","100,00","0,00",Ativo,30/03/2022,48,,,sistema,Bank,Sim,NÃ£o
TB-AMI2202076,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"916,74","100,00","0,00",Ativo,09/02/2022,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2201094,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"1.329,55","100,00","0,00",Ativo,30/01/2022,54,,,sistema,Bank,Sim,NÃ£o
TB-AMI2111075,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"940,08","100,00","0,00",Ativo,29/11/2021,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI2107117,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"2.300,00","100,00","0,00",Ativo,10/07/2021,80,,,sistema,Bank,Sim,NÃ£o
TB-AMI2103093,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"1.494,50","100,00","0,00",Ativo,26/03/2021,64,,,sistema,Bank,Sim,NÃ£o
TB-AMI2103086,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"950,00","100,00","0,00",Ativo,24/03/2021,62,,,sistema,Bank,Sim,NÃ£o
TB-AMI2101084,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"2.000,00","100,00","0,00",Ativo,25/01/2021,64,,,sistema,Bank,Sim,NÃ£o
TB-AMI2007101,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"3.900,00","100,00","0,00",Ativo,04/07/2020,78,,,sistema,Bank,Sim,NÃ£o
TB-AMI2004073,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"1.444,14","100,00","0,00",Ativo,29/04/2020,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI1912081,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"2.132,54","100,00","0,00",Ativo,17/12/2019,74,,,sistema,Bank,Sim,NÃ£o
TB-AMI1910080,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"3.171,12","100,00","0,00",Ativo,05/10/2019,76,,,sistema,Bank,Sim,NÃ£o
TB-AMI1712091,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"3.708,99","100,00","0,00",Ativo,19/12/2017,103,,,sistema,Bank,Sim,NÃ£o
TB-AMI1402071,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"1.502,22","100,00","0,00",Ativo,13/02/2014,30,,,sistema,Bank,Sim,NÃ£o
TB-AMI1310114,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"1.350,00","100,00","0,00",Ativo,10/10/2013,168,,,sistema,Bank,Sim,NÃ£o
TB-AMI0503070,,ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,"2.672,99","100,00","0,00",Ativo,03/03/2005,30,,,sistema,Bank,Sim,NÃ£o
TB-MIR2303001,,AM IMOVEIS LTDA,"3.400,00","100,00","0,00",Ativo,21/03/2023,36,,,sistema,Bank,Sim,NÃ£o
TB-MIR26014013,,AM IMOVEIS LTDA,"1.900,00","0,00","0,00",Ativo,23/02/2026,30,,,sistema,Bank,Sim,NÃ£o
TB-MIR26013936,,AM IMOVEIS LTDA,"1.480,00","0,00","0,00",Ativo,09/02/2026,24,,,sistema,Bank,Sim,NÃ£o
TB-MIR25123780,,AM IMOVEIS LTDA,"2.380,00","0,00","0,00",Ativo,13/12/2025,13,,,sistema,Bank,Sim,NÃ£o
TB-MIR25123758,,AM IMOVEIS LTDA,"2.400,00","0,00","0,00",Ativo,23/01/2026,12,,,sistema,Bank,Sim,NÃ£o
TB-MIR25113706,,AM IMOVEIS LTDA,"2.100,00","0,00","0,00",Ativo,19/11/2025,30,,,sistema,Bank,Sim,NÃ£o
TB-MIR25113656,,AM IMOVEIS LTDA,"2.125,15","0,00","0,00",Ativo,05/12/2025,24,,,sistema,Bank,Sim,NÃ£o
B-MIR25103491,,AM IMOVEIS LTDA,"3.608,13","0,00","0,00",Ativo,01/11/2025,24,,,sistema,Bank,Sim,NÃ£o
B-MIR25103443,,AM IMOVEIS LTDA,"2.449,22","0,00","0,00",Ativo,17/10/2025,12,,,sistema,Bank,Sim,NÃ£o
B-MIR2503697-R,,AM IMOVEIS LTDA,"2.400,00","0,00","0,00",Ativo,18/11/2025,12,,,sistema,Bank,Sim,NÃ£o
B-MIR25082772-R,,AM IMOVEIS LTDA,"3.055,00","0,00","0,00",Ativo,17/11/2025,6,,,sistema,Bank,Sim,NÃ£o
B-MIR25103251-R,,AM IMOVEIS LTDA,"1.090,00","0,00","0,00",Ativo,09/10/2025,6,,,sistema,Bank,Sim,NÃ£o
B-MIR25103250,,AM IMOVEIS LTDA,"3.600,00","0,00","0,00",Ativo,06/10/2025,36,,,sistema,Bank,Sim,NÃ£o
B-MIR25103249,,AM IMOVEIS LTDA,"4.000,00","0,00","0,00",Ativo,25/10/2025,36,,,sistema,Bank,Sim,NÃ£o
B-MIR25093174,,AM IMOVEIS LTDA,"3.000,00","0,00","0,00",Ativo,27/09/2021,60,,,sistema,Bank,Sim,NÃ£o
B-MIR25072564,,AM IMOVEIS LTDA,"1.550,00","0,00","0,00",Ativo,22/08/2022,72,,,sistema,Bank,Sim,NÃ£o
B-MIR25072554,,AM IMOVEIS LTDA,"2.800,00","0,00","0,00",Ativo,17/07/2025,12,,,sistema,Bank,Sim,NÃ£o
B-MIR25072592,,AM IMOVEIS LTDA,"1.195,85","0,00","0,00",Ativo,26/06/2023,36,,,sistema,Bank,Sim,NÃ£o
B-MIR25082942,,AM IMOVEIS LTDA,"4.253,79","0,00","0,00",Ativo,28/07/2023,36,,,sistema,Bank,Sim,NÃ£o
B-MIR25082834,,AM IMOVEIS LTDA,"3.155,70","0,00","0,00",Ativo,16/08/2021,54,,,sistema,Bank,Sim,NÃ£o
B-MIR25082825,,AM IMOVEIS LTDA,"4.200,00","0,00","0,00",Ativo,23/09/2025,36,,,sistema,Bank,Sim,NÃ£o
B-MIR25082773,,AM IMOVEIS LTDA,"1.650,00","0,00","0,00",Ativo,31/05/2021,60,,,sistema,Bank,Sim,NÃ£o
B-MIR25082771,,AM IMOVEIS LTDA,"1.689,56","0,00","0,00",Ativo,10/02/2023,36,,,sistema,Bank,Sim,NÃ£o
B-MIR25072768,,AM IMOVEIS LTDA,"3.958,55","0,00","0,00",Ativo,25/08/2022,48,,,sistema,Bank,Sim,NÃ£o
B-MIR25072767,,AM IMOVEIS LTDA,"1.600,00","0,00","0,00",Ativo,25/08/2022,60,,,sistema,Bank,Nao,NÃ£o
B-MIR25072751,,AM IMOVEIS LTDA,"1.503,93","0,00","0,00",Ativo,05/10/2020,66,,,sistema,Bank,Sim,NÃ£o
B-MIR25072747,,AM IMOVEIS LTDA,"1.600,00","0,00","0,00",Ativo,16/08/2022,72,,,sistema,Bank,Nao,NÃ£o
B-MIR25072726,,AM IMOVEIS LTDA,"1.904,94","0,00","0,00",Ativo,09/08/2021,72,,,sistema,Bank,Sim,NÃ£o
B-MIR25072716,,AM IMOVEIS LTDA,"1.683,04","0,00","0,00",Ativo,01/07/2024,36,,,sistema,Bank,Sim,NÃ£o
B-MIR25072712,,AM IMOVEIS LTDA,"1.746,64","0,00","0,00",Ativo,18/07/2023,36,,,sistema,Bank,Nao,NÃ£o
B-MIR25072688,,AM IMOVEIS LTDA,"1.696,59","0,00","0,00",Ativo,01/02/2021,60,,,sistema,Bank,Sim,NÃ£o
